,Date,Trainer_id,Recruit_id,Notes
2332,11-15-90,fb644351560d8296fe6da332236b1f8d61b2828a,58e2bf3b67cc9e6095ae3e40657b923c4e3b5dd4,N/A
4809,04-06-91,b6692ea5df920cad691c20319a6fffd7a4a766b8,cf304b1d0634be620a0f603827036ed8ab339bae,N/A
1546,01-29-91,cb4e5208b4cd87268b208e49452ed6e89a68e0b8,5952f156589b9f17a9a3bdd6cdc17726cdfc2c3d,N/A
1661,05-05-90,da4b9237bacccdf19c0760cab7aec4a8359010b0,a9e200bf915bb982bb9e99bc0bef96c1816f25ab,N/A
4463,03-17-90,98fbc42faedc02492397cb5962ea3a3ffc0a9243,d8b025c94eeff526833300369ed0da655b60b751,N/A
1154,12-01-87,fb644351560d8296fe6da332236b1f8d61b2828a,871d41ecbcb809029dc583f90311947496e75f83,N/A
6768,04-13-91,f1f836cb4ea6efb2a0b1b99f41ad8b103eff4b59,f2e3d15d9c13cff083f46b5689daeddb305aa746,N/A
831,11-10-88,cb4e5208b4cd87268b208e49452ed6e89a68e0b8,5d2e9ce7169d43fd04f777c33b1b07d5cc5f0df7,N/A
6496,01-28-89,cb4e5208b4cd87268b208e49452ed6e89a68e0b8,3383520465819762520f8b3ed1cbf0b3dd480e63,N/A
4522,06-18-88,fe2ef495a1152561572949784c16bf23abb28057,8835dd614d03d2b482104d2736e28c5f71667a89,N/A
8808,10-06-90,bc33ea4e26e5e1af1408321416956113a4658763,201da72cf0eeb4966d7d6f7002705837dbc972ce,N/A
4225,10-29-90,cb7a1d775e800fd1ee4049f7dca9e041eb9ba083,5a50599d4c0c2fef73d461c38e86ba8a6cf761d9,N/A
9637,01-03-90,887309d048beef83ad3eabf2a79a64a389ab1c9f,8c87779668cdb1ec61392ffe1585d0edfe02b571,N/A
9740,10-26-89,761f22b2c1593d0bb87e0b606f990ba4974706de,38ea559100e1ee5964dfc999f409f2b44e5baadb,N/A
4010,03-25-91,af3e133428b9e25c55bc59fe534248e6a0c0f17b,4325a6374e3f27366cca17147a51de827bdd478c,N/A
7610,01-10-90,17ba0791499db908433b80f37c5fbc89b870084b,53ee493cea671f09e9e4505c8fc19f6c77f66167,N/A
5390,09-07-90,7719a1c782a1ba91c031a682a0a2f8658209adbf,b6b6f72a9c70825c4019901f2a525934432f3f5a,N/A
5093,03-08-89,b1d5781111d84f7b3fe45a0852e59758cd7a87e5,a262bcbc59d76d7cf15bae5244ff243d7c17f326,N/A
293,08-28-89,7719a1c782a1ba91c031a682a0a2f8658209adbf,88d6bbc590c878d1b1b00755dcf7733809ad81bc,N/A
8924,12-04-88,fe2ef495a1152561572949784c16bf23abb28057,b33d4c7b511633e0c7c9bdcadd37885c1e37a07c,N/A
8981,01-12-90,632667547e7cd3e0466547863e1207a8c0c0c549,8829cab2bf1c4840b60cbbd7e829db49cd68be39,N/A
239,08-16-89,12c6fc06c99a462375eeb3f43dfd832b08ca9e17,7bc547c87d2e756ef5f60a7673b73dc460b188fb,N/A
5785,04-06-88,7b52009b64fd0a2a49e6d8a939753077792b0554,fb946199e993ee69003109c44bcf4082b9ae136d,N/A
3280,09-25-88,ca3512f4dfa95a03169c5a670a4c91a19b3077b4,c8b5fd6862b2385f4f643a3d45af0782b69f7594,N/A
8568,09-05-90,0a57cb53ba59c46fc4b692527a38a87c78d84028,06bcdff4769e6b880898cc26a219a9a4ea9871dc,N/A
2013,06-14-88,7719a1c782a1ba91c031a682a0a2f8658209adbf,308156b329b79df2ec8f33e42d9c2ab09baf3f16,N/A
4205,03-28-91,472b07b9fcf2c2451e8781e944bf5f77cd8457c8,24875c79be325a3bed296f3312b01b2345c7197a,N/A
1991,01-29-88,64e095fe763fc62418378753f9402623bea9e227,f283b2eadfd821f7378b90798d445d2c97398e84,N/A
1986,06-17-90,98fbc42faedc02492397cb5962ea3a3ffc0a9243,b42331703608e25846e6514e7b924b11ab929247,N/A
385,09-10-89,b6692ea5df920cad691c20319a6fffd7a4a766b8,a20a30178568778ebb608cad0fa1420e70bf4547,N/A
2567,04-13-91,902ba3cda1883801594b6e1b452790cc53948fda,0566517cb7e0b102c1fdebe2995cffedc4f86750,N/A
